departamento,provincia,distrito,centro_poblado,categoria,codigo_de_ubigeo_y_centro_poblado,longitud,latitud,altitud,poblacion,vivienda,agua_por_red_publica,energia_electrica_en_la_vivienda,desague_por_red_publica,via_de_mayor_uso,transporte_de_mayor_uso,frecuencia,tiempo_en_minutos_hacia_la_capital_del_distrito,distancia_del_centro_poblado_hacia_la_capital_del_distritokm,distancia_del_centro_poblado_hacia_el_centro_poblado_educativo,distancia_del_centro_poblado_hacia_el_centro_de_salud_mas_cerca,alumbrado_publico,telefono_publico,local_comunal,hostal__albergue,estacion_de_radio,institucion_educativa_primaria,institucion_educativa_secundaria,establecimiento_puesto_de_salud,puesto_policial,oficina_de_correo,cabina_de_internet,heladas_nevadas,granizadas,lluvias,sequias,vendavales_vientos_fuertes,inundaciones,derrumbesdeslizamientos,huaycos__aludesaluviones,desertificaciones,salinizacion_de_los_suelos,actividad_volcanica,sismos,tsunami_u_oleadas_anomalos,otros_fenomenos_nat,derrame_de_sustancias_o_desechos_toxicos,fugas_de_gases_toxicos,explosiones,incendios_y_quemas,crianza_de_animales_en_zonas_urbanas,incremento_de_zonas_indus_no_autorizadas,zonas_aereoportuarias,rellenos_sanitarios,subversiones_yo_conflictos_sociales,otros_peligros,un_lecho_de_rio_o_quebrada,un_cuartel_militar_o_policial,una_via_ferrea,la_erosion_de_rios_en_laderas_de_cerros,barrancos_o_precipicios,otros,pistas_y_veredas_en_la_mayori_de_sus_calles_yo_manzanas,canales_de_drenaje_en_las_calles_para_la_evacuacion_de_las_agua,idioma_o_lengua_que_se_habla_con_mayor_frecuencia
AYACUCHO,SUCRE,PAICO,SANTARCCOCHA,,0509070015,-73.7057500000,-14.0560533333,4343.5,3,3,no,no,no,camino de herradura / trocha,a pie,,75,108.9,16.33,16.1,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no sabe,no sabe,no,no,no,no,no sabe,no sabe,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,SUSUMA,,0509080015,-73.6310166667,-14.3874916667,4380.5,3,2,no,no,no,camino de herradura / trocha,a pie,,300,109.2,19.48,38.15,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,
AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,LLEOCCA,,0509090015,-73.6621766667,-13.9520600000,3010.0,15,30,si,no,no,camino de herradura / trocha,a pie,,300,251.7,2.76,2.13,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,

AYACUCHO,SUCRE,SORAS,HUISCACHA,,0509110015,-73.6580770000,-14.1225390000,3840.1,2,3,no,no,no,camino de herradura / trocha,a pie,,120,42.3,6.13,10.78,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,quechua
AYACUCHO,VICTOR FAJARDO,HUANCAPI,CHACCLLANI,,0510010015,-74.1045750000,-13.7529500000,4123.9,1,3,no,no,no,camino de herradura / trocha,a pie,,120,52.5,5.12,5.01,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,no,no,no,si,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,VICTOR FAJARDO,ALCAMENCA,HALLCCAYACU,,0510020015,-74.1864716667,-13.6553400000,2902.8,1,2,no,no,no,camino de herradura / trocha,a pie,,100,77.6,4.16,12.32,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no sabe,no,no,no,no,no sabe,no sabe,no,no,si,no,no,no,no,no,no,no,no,no,si,no,no,no,
AYACUCHO,VICTOR FAJARDO,CAYARA,MANCAPAQUI,unidad agropecuaria,0510060015,-74.0241916667,-13.8079616667,3888.9,3,3,no,no,no,camino de herradura / trocha,a pie,,120,41.3,18.5,22.59,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua

AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,YURACC RUMI,unidad agropecuaria,0510080015,-74.2785466667,-13.7501500000,3963.8,3,5,no,no,no,camino de herradura / trocha,acemila,,90,44.3,3.5,3.46,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,quechua
AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,SILLAYKU,NEP,0510090015,-74.1637766667,-13.7885300000,4060.9,2,6,no,no,no,camino de herradura / trocha,a pie,,180,58.6,20.84,26.79,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,si,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,VICTOR FAJARDO,HUALLA,HUANACO PAMPA,unidad agropecuaria,0510100015,-74.0389710000,-13.8704050000,3965.0,50,25,si,si,no,camino de herradura / trocha,a pie,,210,84.2,23.32,32.83,no,no,si,no,no,no,no,no,no,no,no,si,si,si,no,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,VICTOR FAJARDO,SARHUA,SUCIA,unidad agropecuaria,0510110015,-74.4001433333,-13.7126833333,4204.9,1,3,no,no,no,camino de herradura / trocha,a pie,,260,248.7,22.45,22.79,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,VICTOR FAJARDO,VILCANCHOS,SAN PEDRO DE CCERULLA,unidad agropecuaria,0510120015,-74.5818983333,-13.5867166667,3233.7,6,8,no,no,no,camino de herradura / trocha,a pie,,120,113.8,1.54,6.32,no,no,no,no,no,no,no,no,no,no,no,si,si,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,si,no,no,si,si,no,no,no sabe,quechua
AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,SANTA CRUZ DE PUCARACCAY,,0511010015,-73.8729250000,-13.6571433333,3549.7,40,60,no,no,no,camino carrozable,camioneta,semanal,45,23.2,2.37,4.22,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,si,no,no,si,no,no,no,si,no,no,no,no,no,si,no,no,si,no,no,no,no,
AYACUCHO,VILCAS HUAMAN,ACCOMARCA,ACHIHUAY,,0511020015,-73.8206250000,-13.8380300000,2951.7,1,9,no,no,no,camino de herradura / trocha,a pie,,280,37.5,7.88,8.06,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,VILCAS HUAMAN,CARHUANCA,VIRAN,,0511030015,-73.7513816667,-13.7574150000,2196.4,3,8,no,no,no,camino de herradura / trocha,a pie,,90,25.5,5.27,12.78,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,si,si,no,si,no,no,no,no,no,no,no,si,no,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,VILCAS HUAMAN,CONCEPCION,MOLLE MOLLE,,0511040015,-73.8881916667,-13.5373750000,3317.8,4,13,no,no,no,camino de herradura / trocha,a pie,,40,14.7,2.04,2.3,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,VILCAS HUAMAN,HUAMBALPA,VEGA PATA,,0511050015,-73.9622866667,-13.7520283333,2905.0,10,6,no,si,no,camino de herradura / trocha,a pie,,60,36.3,2.97,14.65,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,PUCA PACCANA,,0511060015,-73.8469300000,-13.8948216667,3476.3,20,30,si,si,no,camino de herradura / trocha,a pie,,180,22.9,2.8,2.38,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,VILCAS HUAMAN,VISCHONGO,SAN JOSE DE PUCARACCAY,,0511080015,-73.9678983333,-13.6179933333,3242.4,180,68,no,si,no,camino de herradura / trocha,a pie,,10,17.5,2.87,3.75,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,HUAMANGA,AYACUCHO,HUAYAUPUQUIO,,0501010016,-74.2617688970,-13.1574452760,3161.4,180,60,si,si,no,carretera afirmada,camión,diario,5,12.5,,5.68,si,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,HUAMANGA,ACOCRO,HUACHOPATA,anexo,0501020016,-74.0412566667,-13.2523316667,3411.2,1,1,no,no,no,camino carrozable,automovil,semanal,120,16.3,5.86,3.65,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,quechua
AYACUCHO,HUAMANGA,ACOS VINCHOS,MUICOPAMPA,unidad agropecuaria,0501030016,-74.1052633333,-13.1194116667,2841.1,20,10,si,si,no,camino carrozable,a pie,,5,2,4.07,1.3,si,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,HUAMANGA,CHIARA,BELLAVISTA,unidad agropecuaria,0501050016,-74.2153483333,-13.2823533333,3521.3,45,24,si,si,no,carretera afirmada,automovil,diario,15,7.5,4.5,33.06,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,HUAMANGA,OCROS,JONTACHI,caserio,0501060016,-73.9055733333,-13.3783016667,3346.5,16,15,no,si,no,camino carrozable,a pie,,60,20.3,1.08,6.02,no,no,si,no,no,no,no,no,no,no,no,no,si,si,si,si,no sabe,no sabe,no,no,no sabe,no,no,no,no,no sabe,no,no sabe,no sabe,si,no,no,no sabe,no,no,no,no,no,no sabe,si,no sabe,no,no,quechua
AYACUCHO,HUAMANGA,PACAYCASA,COMPAÑIA,,0501070016,-74.2549049829,-13.0693289613,2439.6,1180,300,no,si,no,carretera asfaltada,automovil,diario,30,10.4,,,si,si,no,no,no,si,no,si,no,no,no,si,no,si,no,no,si,no,si,si,si,no,no,no,no,no,no,no,si,si,si,no,no,si,no,si,no,no,no,no,no,no,no,
AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,PUEBLO LIBRE DE RUMIHUASI,unidad agropecuaria,0501090016,-74.3702133333,-13.1382266667,3552.9,50,25,si,si,no,carretera afirmada,a pie,,61,25,0.29,0.25,no,no,si,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,no,no,no,castellano
AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,SANTA INES,unidad agropecuaria,0501110016,-74.3761816667,-13.0810616667,3278.7,8,5,si,no,no,camino carrozable,omnibus,diario,30,6.2,3.07,2.53,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,HUAMANGA,SOCOS,SAN JOSE DE SAMANA,caserio,0501120016,-74.3123683333,-13.1985933333,3528.6,135,50,no,si,no,camino carrozable,automovil,diario,20,9.6,,4.68,si,no,si,no,no,si,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,HUAMANGA,TAMBILLO,YANABAMBA,unidad agropecuaria,0501130016,-74.1587033333,-13.1767116667,2738.4,1,2,no,no,no,carretera asfaltada,automovil,diario,30,13.2,1.24,4.54,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,HUAMANGA,VINCHOS,EQUIS,unidad agropecuaria,0501140016,-74.3820316667,-13.2004583333,3174.2,25,30,si,si,no,camino carrozable,a pie,,90,23.8,0.05,1.3,si,no,no,no,no,si,no,no,no,no,no,si,si,si,no,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,no,quechua
AYACUCHO,HUAMANGA,JESUS NAZARENO,PUCARUMI,,0501150016,-74.2115653080,-13.0966664970,2504.4,35,13,si,si,no,carretera asfaltada,automovil,diario,35,16.5,7.01,3.63,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no sabe,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,si,no,no,no,

AYACUCHO,CANGALLO,CHUSCHI,PAMPAMARCA,,0502020016,-74.3487966667,-13.4476400000,3792.3,80,90,si,si,si,camino carrozable,omnibus,diario,120,143.8,,10.6,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,CANGALLO,LOS MOROCHUCOS,LUICHO PACCHA,,0502030016,-74.2535133333,-13.4654500000,3781.0,3,14,no,no,no,camino de herradura / trocha,a pie,,120,52.6,6.3,6.49,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,HUACCANCUCHO,,0502040016,-74.2260466667,-13.6002850000,3399.3,100,40,si,si,no,carretera asfaltada,automovil,,10,4.4,0.94,1.83,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,CANGALLO,PARAS,PUCA RANRA,,0502050016,-74.7770066667,-13.3560650000,4536.0,2,2,no,no,no,carretera afirmada,omnibus,diario,150,120.5,10.05,9.99,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,CANGALLO,TOTOS,COMERCIO,,0502060016,-74.4406133333,-13.5709350000,3319.8,204,59,no,si,no,camino carrozable,omnibus,diario,60,28,1.1,1.46,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,HUANCA SANCOS,SANCOS,APACHETA,,0503010016,-74.7687680000,-13.8943180000,4508.0,2,2,no,no,no,camino de herradura / trocha,a pie,,780,183.7,87.91,90.01,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,HUANCA SANCOS,CARAPO,MIRAFLORES,,0503020016,-74.3113016667,-13.7829866667,3355.9,4,20,no,no,no,camino de herradura / trocha,a pie,,120,33.4,,5.61,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,no,
AYACUCHO,HUANCA SANCOS,SACSAMARCA,PACCCHAPATA,,0503030016,-74.2397166667,-13.9001150000,3600.1,1,6,no,no,no,camino de herradura / trocha,a pie,,240,49.5,4.11,4.59,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,si,si,si,no,no,no,no,no,no,no,no,si,si,no,no,no,no,no,si,no,no,no,si,no,no,no,
AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,PATAHUASI,,0503040016,-74.5171516667,-13.7535333333,4159.5,0,1,,,,,,,0,304.7,26.35,28.7,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,


AYACUCHO,HUANTA,IGUAIN,MOSOCCLLACCTA,,0504040016,-74.2059516667,-12.9792183333,2998.2,46,20,si,si,no,camino de herradura / trocha,a pie,,20,5.7,1.93,13.58,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,si,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,HUANTA,LURICOCHA,MECCAIRA,,0504050016,-74.2647300000,-12.8668033333,3301.0,3,2,si,no,no,camino de herradura / trocha,a pie,,90,32.3,1.92,6.23,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,
AYACUCHO,HUANTA,SANTILLANA,ACOBAMBILLA,,0504060016,-74.2818516667,-12.6989733333,3345.1,25,12,si,si,no,camino de herradura / trocha,a pie,,120,84.8,2.61,2.73,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,si,si,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,HUANTA,SIVIA,VERDECCOCHA,,0504070016,-73.8768733333,-12.5166583333,873.6,10,15,si,si,no,camino de herradura / trocha,a pie,,90,14.4,3.62,3.34,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,no,
AYACUCHO,HUANTA,LLOCHEGUA,UNION SAN MIGUEL,,0504080016,-74.0079900000,-12.4029683333,1248.1,210,80,si,si,no,camino carrozable,camioneta,diario,120,39.3,4.69,2.68,no,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,no,no,no,no,no,si,no,no,si,no,no,no,si,si,no,si,no,no,no,si,no,no,no,
AYACUCHO,LA MAR,ANCO,NUEVO BERLIN,caserio,0505020016,-73.5534900000,-12.9538316667,1515.7,70,29,no,si,no,carretera afirmada,automovil,diario,180,129.3,,5.89,si,si,si,no,no,si,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,LA MAR,AYNA,VILLA VILLAVISTA,,0505030016,-73.8009160000,-12.6681186667,1347,4,5,no,no,no,camino de herradura / trocha,moto/mototaxi,semanal,90,23.1,3.85,11,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,LA MAR,CHILCAS,ERAPAMPA,unidad agropecuaria,0505040016,-73.9051316667,-13.1745850000,3244.2,88,29,si,no,no,camino de herradura / trocha,a pie,,20,1.3,0.74,0.97,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,LA MAR,CHUNGUI,UCHUYMARCA,unidad agropecuaria,0505050016,-73.6748816667,-13.2091250000,3662.0,10,5,no,no,no,camino de herradura / trocha,a pie,,540,58.8,2.13,41.9,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,LA MAR,LUIS CARRANZA,AHUA,anexo,0505060016,-73.9050066667,-13.2120883333,3024.6,70,25,no,si,no,camino de herradura / trocha,a pie,,40,5.7,0.13,3.55,si,si,si,no,no,no,si,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,quechua
AYACUCHO,LA MAR,SANTA ROSA,NUEVO PARAISO (CHIHUILLO),,0505070016,-73.7509600000,-12.7033866667,908.9,40,55,no,si,no,camino carrozable,camioneta,diario,45,8.2,4.54,3.55,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,LA MAR,TAMBO,AYAPAMPA,caserio,0505080016,-74.0225566667,-12.8833550000,3352.4,70,40,no,no,no,camino de herradura / trocha,a pie,,60,21.6,0.57,5.11,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,no,no,si,si,no,no,no,quechua
AYACUCHO,LA MAR,SAMUGARI,SANABAMBA,caserio,0505090016,-73.6455916667,-12.8424716667,1096.8,60,67,no,si,no,carretera afirmada,camioneta,interdiario,30,33.3,,3.13,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,LUCANAS,PUQUIO,TALLACRUZ,,0506010016,-74.1232600000,-14.6567066667,3552.5,2,4,no,no,no,camino de herradura / trocha,a pie,,190,11.1,4.66,5.99,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no sabe,no,no,no,no,si,no,no,no,
AYACUCHO,LUCANAS,AUCARA,PUMARANRA,,0506020016,-74.1635550000,-14.2760900000,4299.4,0,1,,,,,,,0,71.3,25.9,41.64,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYACUCHO,LUCANAS,CABANA,PACHA PUCUNA,,0506030016,-74.1616633333,-14.3514683333,4225.9,2,2,no,no,no,camino de herradura / trocha,a pie,,360,60.1,37.08,38.1,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,LUCANAS,CARMEN SALCEDO,HUAYLLAHUARMI,,0506040016,-73.9351566667,-14.4361833333,3973.1,13,28,si,no,no,carretera asfaltada,automovil,diario,40,18.7,12.34,12.66,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,no,si,no,si,no,no,no,no,no,si,no,no,no,si,si,no,si,no,no,si,si,no,si,si,
AYACUCHO,LUCANAS,CHAVIÑA,ACCOLLAY,,0506050016,-73.8439016670,-14.9396433330,3442.1,4,4,no,no,no,camino de herradura / trocha,a pie,,210,11.9,1.36,6.72,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,si,si,si,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,no,
AYACUCHO,LUCANAS,CHIPAO,CHONTA,,0506060016,-73.8699400000,-14.4012666667,3740.2,38,24,si,si,no,camino de herradura / trocha,a pie,,105,25.3,0.96,2.05,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,si,no,no,si,no,no,no,no,no,si,no,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,LUCANAS,HUAC-HUAS,SAN MIGUEL DE LIMA ( LIMA),,0506070016,-74.9651300000,-14.1192520000,3114.6,15,17,si,si,no,camino carrozable,moto/mototaxi,interdiario,30,8.2,,9.06,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,si,no,no,si,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,si,si,no,no,no,quechua
AYACUCHO,LUCANAS,LARAMATE,TOTORA,,0506080016,-74.8306400000,-14.2622633333,3304.2,4,2,no,no,no,camino de herradura / trocha,a pie,,90,11.1,2.61,2.59,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,no,no,no,no sabe,no sabe,no,no,no,no sabe,no,no,no,no,no,no,no,no sabe,no,no sabe,si,no,no,no,si,no sabe,no,no,quechua
AYACUCHO,LUCANAS,LEONCIO PRADO,AYLANAPATA,,0506090016,-74.6646866667,-14.7301833333,2733.0,4,3,no,no,no,camino de herradura / trocha,a pie,,15,4.9,1.68,1.72,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,quechua
AYACUCHO,LUCANAS,LLAUTA,MAYACTO,,0506100016,-74.9463366667,-14.2661000000,2407.6,300,150,no,si,no,carretera asfaltada,automovil,diario,45,6.9,,6.61,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,quechua
AYACUCHO,LUCANAS,OCAÑA,SAN JUAN DE DIOS DE SAULAMA,,0506120016,-74.6649550000,-14.3459133333,3438.7,60,35,si,si,si,camino carrozable,moto/mototaxi,interdiario,420,74.4,0.02,11.52,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,si,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,quechua


AYACUCHO,LUCANAS,SAN CRISTOBAL,PAMPAHUASI,,0506150016,-74.2552870000,-14.8338480000,3221.5,6,5,no,no,no,camino carrozable,camioneta,semanal,180,69.1,4.03,4.01,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,si,no,no,si,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,si,si,no,no,no,quechua
AYACUCHO,LUCANAS,SAN PEDRO,CACUTA,,0506170016,-74.0591950000,-14.8827683333,3917.3,0,1,,,,,,,0,73.8,6.33,9.14,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

AYACUCHO,LUCANAS,SANTA LUCIA,AYAPATA,,0506210016,-74.5364316667,-14.8621583333,2781.6,7,6,no,no,no,camino carrozable,camioneta,quincenal,240,64.7,1.32,1.4,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,no,no,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,quechua
AYACUCHO,PARINACOCHAS,CORACORA,CCECCACCASA,,0507010016,-73.8049816667,-14.8575550003,4249.0,4,5,no,no,no,camino de herradura / trocha,a pie,,300,133,9.08,29.18,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,PARINACOCHAS,CHUMPI,CCOLLPANCUCHO,,0507020016,-73.7302233333,-15.0797033333,3296.0,9,8,no,no,no,camino de herradura / trocha,a pie,,5,17.7,1.95,3.28,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,no,no,no,no,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no sabe,no sabe,
