departamento,provincia,distrito,centro_poblado,categoria,codigo_de_ubigeo_y_centro_poblado,longitud,latitud,altitud,poblacion,vivienda,agua_por_red_publica,energia_electrica_en_la_vivienda,desague_por_red_publica,via_de_mayor_uso,transporte_de_mayor_uso,frecuencia,tiempo_en_minutos_hacia_la_capital_del_distrito,distancia_del_centro_poblado_hacia_la_capital_del_distritokm,distancia_del_centro_poblado_hacia_el_centro_poblado_educativo,distancia_del_centro_poblado_hacia_el_centro_de_salud_mas_cerca,alumbrado_publico,telefono_publico,local_comunal,hostal__albergue,estacion_de_radio,institucion_educativa_primaria,institucion_educativa_secundaria,establecimiento_puesto_de_salud,puesto_policial,oficina_de_correo,cabina_de_internet,heladas_nevadas,granizadas,lluvias,sequias,vendavales_vientos_fuertes,inundaciones,derrumbesdeslizamientos,huaycos__aludesaluviones,desertificaciones,salinizacion_de_los_suelos,actividad_volcanica,sismos,tsunami_u_oleadas_anomalos,otros_fenomenos_nat,derrame_de_sustancias_o_desechos_toxicos,fugas_de_gases_toxicos,explosiones,incendios_y_quemas,crianza_de_animales_en_zonas_urbanas,incremento_de_zonas_indus_no_autorizadas,zonas_aereoportuarias,rellenos_sanitarios,subversiones_yo_conflictos_sociales,otros_peligros,un_lecho_de_rio_o_quebrada,un_cuartel_militar_o_policial,una_via_ferrea,la_erosion_de_rios_en_laderas_de_cerros,barrancos_o_precipicios,otros,pistas_y_veredas_en_la_mayori_de_sus_calles_yo_manzanas,canales_de_drenaje_en_las_calles_para_la_evacuacion_de_las_agua,idioma_o_lengua_que_se_habla_con_mayor_frecuencia
AYACUCHO,PARINACOCHAS,PACAPAUSA,PERCCATUYO,,0507040016,-73.3218100000,-14.9466116667,3882.7,2,1,no,no,no,camino de herradura / trocha,a pie,,360,81.1,4.3,7.58,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,no,si,no,no,no,
AYACUCHO,PARINACOCHAS,PUYUSCA,TAMBILLOS,,0507060016,-73.5492980000,-15.2120270000,3251.4,4,5,no,no,no,camino carrozable,camioneta,diario,40,13.9,1.51,4.38,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,PARINACOCHAS,UPAHUACHO,HUANCAHUANCA,,0507080016,-73.6138500000,-14.8322183333,4077.8,1,1,no,no,no,camino carrozable,camioneta,semanal,180,86.1,,18.43,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,no,no,no,si,no,no sabe,no,no,no,no,si,no,no,no,no,no sabe,si,no,no,si,si,no sabe,no,no,
AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,TONCIO,,0508010016,-73.3752950000,-15.3141200000,3361.7,50,30,si,si,no,camino carrozable,automovil,quincenal,120,33.5,,6.61,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,si,no,no,si,no,no,no,no,no,si,si,no,no,no,no,no,no,no,no,no,si,no,no,no,
AYACUCHO,PAUCAR DEL SARA SARA,COLTA,HUANCARAMA,,0508020016,-73.1430850000,-14.9899150000,4548.1,17,7,no,no,no,camino de herradura / trocha,a pie,,300,135.8,37.7,69.37,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,si,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,CHAUPIRANRA,,0508040016,-73.5019916667,-15.1428233333,3859.2,1,1,no,no,no,camino de herradura / trocha,a pie,,480,266.6,16.19,44.39,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,COTOLANA,,0508050016,-73.3341566667,-15.1401266667,2335.7,2,1,no,no,no,camino de herradura / trocha,a pie,,45,10.9,2.32,2.32,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,PUYCO,,0508060016,-73.0523166667,-15.0345999998,4651.0,4,4,no,no,no,camino de herradura / trocha,a pie,,420,312.3,8.98,34.15,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,ANTAHUAYCCO,,0508080016,-73.3284483333,-15.1125483333,2328.0,3,2,no,no,no,camino carrozable,a pie,,180,18.8,1.92,9.24,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,quechua
AYACUCHO,SUCRE,QUEROBAMBA,LUCAMANTA,,0509010016,-73.8352166667,-13.9657100000,3572.5,4,4,no,no,no,carretera afirmada,omnibus,diario,120,194.7,8.03,41,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,quechua
AYACUCHO,SUCRE,CHALCOS,AYALCA,,0509030016,-73.7197416667,-13.8632916667,3344.8,10,25,no,no,no,camino de herradura / trocha,a pie,,95,29.6,1.47,7.48,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,no,no,si,no,no,no,
AYACUCHO,SUCRE,HUACAÑA,PACCHA,,0509050016,-73.8198610000,-14.2697370000,4381.5,2,2,no,no,no,camino de herradura / trocha,a pie,,120,101.3,42.95,43.17,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,no,no,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,SUCRE,MORCOLLA,CURACURACHA,,0509060016,-73.7999076667,-14.0676490000,4041.7,1,1,no,no,no,camino de herradura / trocha,a pie,,120,51.9,16.82,17.22,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,RUMIHUASI,,0509080016,-73.5523316667,-14.3630150000,4122.1,2,3,no,no,no,camino carrozable,omnibus,interdiario,120,49.6,4.25,9.13,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,MOLLE PATA,,0509090016,-73.6701883333,-13.9562883333,3206.9,10,8,si,no,no,camino de herradura / trocha,a pie,,360,266.1,3.96,3.32,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,no,
AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,TITIMINAS,,0509100016,-73.6976383333,-14.0928450000,4314.0,0,1,,,,,,,0,63.9,12.59,12.36,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

AYACUCHO,VICTOR FAJARDO,HUANCAPI,PISAJA,,0510010016,-74.1271650000,-13.8669116667,4266.6,0,2,,,,,,,0,224.4,37.04,37.03,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYACUCHO,VICTOR FAJARDO,ALCAMENCA,CCACCETUNA PAMPA,,0510020016,-74.2337916667,-13.6564816667,3270.3,18,20,si,si,no,camino carrozable,omnibus,interdiario,120,75.9,,21.3,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,

AYACUCHO,VICTOR FAJARDO,CAYARA,CHIRICMAYO,unidad agropecuaria,0510060016,-74.0419500000,-13.8088833333,3582.2,1,1,no,no,no,camino de herradura / trocha,a pie,,120,43,4.33,14.39,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua

AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,TINCA,anexo,0510080016,-74.2900133333,-13.7394100000,3564.1,150,130,si,si,no,camino de herradura / trocha,a pie,,60,22.7,0.06,0.16,si,no,si,no,no,si,no,si,no,no,no,si,si,si,si,si,no,si,si,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,si,no,no,si,si,no,no,no,quechua
AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,ÑAHUINPUQUIO,NEP,0510090016,-74.2017350000,-13.7851366667,4216.3,5,2,no,no,no,camino de herradura / trocha,a pie,,240,79.7,20.74,26.69,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,quechua
AYACUCHO,VICTOR FAJARDO,HUALLA,TOTORAQOCHA,unidad agropecuaria,0510100016,-73.9272820000,-13.8892333333,3082.0,30,15,si,no,no,camino de herradura / trocha,a pie,,180,24.7,2.49,2.31,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,VICTOR FAJARDO,SARHUA,MUNCHA,unidad agropecuaria,0510110016,-74.4181950000,-13.6933733333,4271.0,4,4,no,no,no,camino de herradura / trocha,a pie,,375,247.3,22.33,22.67,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua

AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,SANTA ROSA DE HUANCAPUQUIO,,0511010016,-73.8833983333,-13.6574950000,3578.8,180,100,no,si,no,camino carrozable,automovil,interdiario,30,18.7,2.37,2.82,si,si,si,no,no,si,no,no,no,no,no,si,si,si,si,si,no,no,no,si,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,VILCAS HUAMAN,ACCOMARCA,HUILLCA,,0511020016,-73.8162600000,-13.8286433333,2700.5,9,6,no,no,no,camino de herradura / trocha,a pie,,150,57.2,9.53,9.71,no,no,no,no,no,no,no,no,no,no,no,si,no,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,VILCAS HUAMAN,CARHUANCA,OCOPA,,0511030016,-73.7572150000,-13.7662266667,2175.3,20,20,no,no,no,camino de herradura / trocha,a pie,,180,29.9,2.9,10.4,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,VILCAS HUAMAN,CONCEPCION,HUARACAYOCC,,0511040016,-73.8995383333,-13.5280050000,3544.5,80,100,si,si,no,camino de herradura / trocha,a pie,,60,15.1,0.33,0.12,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,VILCAS HUAMAN,HUAMBALPA,RAYMINA(SAN FRANCISCO),,0511050016,-73.8851000000,-13.7407983333,3819.8,210,140,no,si,no,camino carrozable,automovil,diario,50,28.1,6.96,9.77,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,HUMAHUASI,,0511060016,-73.8533283333,-13.9031100000,3320.5,2,8,no,no,no,camino carrozable,a pie,,210,34.3,1.81,4.16,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,

AYACUCHO,HUAMANGA,ACOCRO,AYAPATA,anexo,0501020017,-74.0328183333,-13.2516316667,3463.1,1,1,no,no,no,camino carrozable,automovil,quincenal,90,18.4,3.34,1.13,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,HUAMANGA,ACOS VINCHOS,PAMPARQUE,anexo,0501030017,-74.1216650000,-13.1283416667,2670.8,60,25,si,si,no,camino carrozable,automovil,diario,10,7.4,4.49,5.04,si,no,si,no,no,no,no,no,no,no,no,no,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua

AYACUCHO,HUAMANGA,OCROS,JACASPAMPA,caserio,0501060017,-73.9049600000,-13.3767150000,3344.7,25,30,no,si,no,camino carrozable,a pie,,60,10,0.2,5.16,no,no,si,no,no,no,no,no,no,no,no,no,si,si,si,si,no sabe,si,si,no,no sabe,no,no,no,no sabe,no,no sabe,no,no sabe,no,no,no,no sabe,no sabe,no,no,no,no,no,si,no sabe,no,no,quechua
AYACUCHO,HUAMANGA,PACAYCASA,LAGUNILLA,,0501070017,-74.2312733333,-13.0785666667,2455.8,16,6,si,si,no,carretera asfaltada,automovil,diario,10,4.7,1.18,2.95,no,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,no,no,no,no,
AYACUCHO,HUAMANGA,QUINUA,SAYHUAPATA,anexo,0501080017,-74.1522133333,-13.0673650000,3055.7,20,25,no,si,no,camino de herradura / trocha,a pie,,20,3.5,1.6,3.57,no,no,no,no,no,no,no,no,no,no,no,si,no,si,no,si,si,no,si,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,no,si,no,no,no,quechua
AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,SAN JUAN DE CARMEN ALTO,caserio,0501090017,-74.3452633333,-13.1363950000,3575.2,100,60,si,si,no,camino carrozable,omnibus,diario,20,8.7,4.19,4.22,si,no,si,si,no,no,no,no,no,no,no,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,no,no,no,castellano
AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,QANQAYLLO,unidad agropecuaria,0501110017,-74.3514783333,-13.0792750000,3263.5,30,50,si,si,no,camino carrozable,a pie,,100,25.9,1.29,7.82,si,no,si,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,si,no,no,no,quechua
AYACUCHO,HUAMANGA,SOCOS,MARCCARI,NEP,0501120017,-74.3003283333,-13.2013266667,3417.9,26,10,no,no,no,camino carrozable,automovil,diario,25,6.3,1.69,3.54,no,no,si,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,HUAMANGA,TAMBILLO,NIÑO JESUS DE ÑEQUE,anexo,0501130017,-74.1679716667,-13.1714083333,2711.1,100,20,si,si,no,carretera asfaltada,automovil,diario,30,14.7,0.95,3.03,si,no,si,no,no,si,no,si,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,HUAMANGA,VINCHOS,ÑAUPALLACCTA,unidad agropecuaria,0501140017,-74.3749033333,-13.2040133333,3283.7,58,36,si,si,no,camino de herradura / trocha,a pie,,90,21.4,1.22,0.08,no,si,si,si,si,no,no,si,no,no,no,si,si,si,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,no,quechua
AYACUCHO,CANGALLO,CANGALLO,INCARACCAY,,0502010017,-74.1660966667,-13.5608316667,3226.9,40,120,si,si,no,camino de herradura / trocha,a pie,,70,27.9,0.96,0.02,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,CANGALLO,CHUSCHI,CUCHOQUESERA,,0502020017,-74.3312500000,-13.4496683333,3775.9,60,80,si,si,no,camino carrozable,omnibus,diario,90,137.1,8.38,30.89,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,CANGALLO,LOS MOROCHUCOS,PICHCCAPUQUIO,,0502030017,-74.2073850000,-13.4744683333,3661.4,10,5,si,si,no,carretera asfaltada,automovil,diario,15,13.8,2.03,2.24,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,si,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,HUACCANCCASA,,0502040017,-74.2105266667,-13.5904000000,3542.7,0,2,,,,,,,0,6.1,3.41,4.46,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYACUCHO,CANGALLO,TOTOS,CARMEN ALTO,,0502060017,-74.4420400000,-13.5743516667,3358.5,158,59,si,si,no,camino carrozable,omnibus,diario,40,25.8,0.55,0.91,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,si,no,no,no,no,no,no,no,no,no,si,no,no,no,no,si,no,si,no,no,no,no,no,no,no,
AYACUCHO,HUANCA SANCOS,CARAPO,AUCCA,,0503020017,-74.2954650000,-13.8077716667,3933.5,9,14,no,no,no,camino de herradura / trocha,a pie,,180,31.7,16.16,16.49,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,HUANCA SANCOS,SACSAMARCA,PUQUIOPATA,,0503030017,-74.2577533333,-13.8992833333,3754.5,4,7,no,no,no,camino de herradura / trocha,a pie,,120,30,4.7,5.12,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,HUAYTA CCOCHA,,0503040017,-74.5731766667,-13.7553783333,4521.1,2,2,no,no,no,camino de herradura / trocha,a pie,,3000,127.9,38.32,46.29,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,


AYACUCHO,HUANTA,HUAMANGUILLA,CCOCHACHIN,,0504030017,-74.1867800000,-13.0227250000,3113.2,150,40,si,si,no,carretera asfaltada,automovil,diario,30,8.4,0.45,5.64,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,
AYACUCHO,HUANTA,IGUAIN,HUYMAY,,0504040017,-74.2068416667,-12.9826483333,2974.3,35,25,si,si,no,camino de herradura / trocha,a pie,,30,7.2,1.93,11.48,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,HUANTA,LURICOCHA,HUACCAMOLLE,,0504050017,-74.2729833333,-12.8724066667,2927.7,25,8,si,si,no,camino de herradura / trocha,a pie,,35,12.4,,4.74,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,HUANTA,SANTILLANA,ARANHUAY,,0504060017,-74.2986570116,-12.6920155460,3388.7,450,120,si,si,si,camino carrozable,camioneta,diario,60,53.9,0.09,0.51,si,no,no,no,no,si,si,si,no,no,no,si,si,si,si,si,no,si,si,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,HUANTA,SIVIA,TUTIRUCHAYOCC,,0504070017,-73.8677866667,-12.5128983333,634.3,30,15,si,si,no,camino carrozable,camioneta,diario,10,3.2,0.28,2.02,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,HUANTA,LLOCHEGUA,SANTA TERESA,,0504080017,-74.0283266667,-12.4348883333,1192.5,180,90,si,si,no,camino carrozable,camioneta,diario,120,45.3,,10.61,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,LA MAR,ANCO,MEJORADA,caserio,0505020017,-73.5531983333,-12.9402566667,1315.7,120,39,no,si,no,carretera afirmada,automovil,diario,150,82.4,1.23,2.29,si,si,si,no,no,si,no,no,no,no,no,no,no,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,LA MAR,AYNA,CARMEN PAMPA,,0505030017,-73.7940750000,-12.6390316667,889.6,150,100,no,si,no,carretera afirmada,camioneta,diario,20,6.7,,3.28,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,LA MAR,CHILCAS,SORAURA,unidad agropecuaria,0505040017,-73.8969433333,-13.1800983333,3297.5,20,10,no,no,no,camino de herradura / trocha,a pie,,40,13.3,2.93,3.16,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,quechua
AYACUCHO,LA MAR,CHUNGUI,QARIN,anexo,0505050017,-73.6867550000,-13.2161566667,3487.4,289,80,no,si,no,camino de herradura / trocha,a pie,,240,78.5,2.13,43.55,si,no,si,no,no,si,no,si,no,no,no,si,si,si,si,si,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,quechua
AYACUCHO,LA MAR,LUIS CARRANZA,ANCAMARCA,NEP,0505060017,-73.9023400000,-13.2186533333,2993.8,30,12,no,si,no,camino de herradura / trocha,a pie,,50,3.5,1.06,2.36,si,si,si,si,si,no,no,no,no,no,no,no,si,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,LA MAR,SANTA ROSA,RANRAMAYO,,0505070017,-73.7719000000,-12.7047150000,891.6,15,22,no,si,no,camino carrozable,camioneta,interdiario,90,11.5,4.54,5.9,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,LA MAR,TAMBO,PARIA,caserio,0505080017,-74.0979350000,-12.8855716667,3948.7,15,10,no,si,no,camino de herradura / trocha,a pie,,120,30.2,13.06,24.31,si,no,si,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,LA MAR,SAMUGARI,NUEVA JERUSALEN,OTROS,0505090017,-73.6314100000,-12.8612983333,869.6,30,25,si,si,no,carretera afirmada,camioneta,diario,180,47.5,,4.07,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,si,no,si,si,no,no,no,si,no,no,no,si,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,no,
AYACUCHO,LUCANAS,PUQUIO,TAYALOMA II,,0506010017,-74.1253983333,-14.6507350000,3523.1,0,2,,,,,,,0,12.8,5.52,6.84,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYACUCHO,LUCANAS,CABANA,SINIEGA CUCHO,,0506030017,-74.0687333333,-14.3408700000,4141.4,1,1,no,no,no,camino de herradura / trocha,a pie,,240,42.5,25.07,26.09,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,LUCANAS,CARMEN SALCEDO,CHICAHUA,,0506040017,-73.9495200000,-14.4231116667,3819.7,1,4,no,no,no,camino de herradura / trocha,a pie,,80,13.1,8.58,8.9,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,si,no,no,si,no,no,no,no,no,si,no,no,no,no,no,no,si,no,no,no,si,no,no,no,
AYACUCHO,LUCANAS,CHAVIÑA,SAN ANTONIO,,0506050017,-73.8695466670,-14.9410333330,3865.1,3,3,no,no,no,camino de herradura / trocha,a pie,,180,14.6,11.94,11.74,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,si,si,si,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,no,
AYACUCHO,LUCANAS,CHIPAO,SANTA ROSA,,0506060017,-73.8799116667,-14.4020600000,3688.4,140,70,si,no,si,camino de herradura / trocha,a pie,,90,21.3,,0.05,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,si,no,no,si,no,no,no,no,no,si,no,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,LUCANAS,HUAC-HUAS,HUANSA,,0506070017,-74.9983480000,-14.1286770000,1983.1,4,2,no,no,no,camino carrozable,automovil,diario,180,25.8,3.34,3.36,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,quechua
AYACUCHO,LUCANAS,LARAMATE,VIILCANCANCHA,,0506080017,-74.8378483333,-14.2710883333,3307.3,4,1,no,no,no,camino de herradura / trocha,a pie,,80,12.8,2.49,2.47,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,si,no,no,no,no,no sabe,no,no,no,no sabe,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,quechua
AYACUCHO,LUCANAS,LEONCIO PRADO,MANZANAYOCC,,0506090017,-74.6624500000,-14.7275300000,2738.0,3,5,no,no,no,camino de herradura / trocha,a pie,,30,7.6,2.26,2.31,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,no,quechua
